"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties"
"CHEMBL4077259";"";"None";"465.56";"0";"3.88";"7";"N=C(N)NS(=O)(=O)c1ccc(N/C=C\C(=O)c2ccc3c(c2)Nc2ccccc2S3)cc1";"IC50";"'='";"9670.0";"nM";"5.01";"";"";"UO_0000065";"10.77";"0.21";"1.13";"3.66";"0";"CHEMBL4034703";"Inhibition of aromatase activity in human T47D cells after 24 hrs";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4033644";"1";"Scientific Literature";"Eur J Med Chem";"2017";"None";""
"CHEMBL41761";"";"None";"319.38";"0";"4.63";"33";"CCn1ccc2cc(C(c3ccc(F)cc3)n3ccnc3)ccc21";"IC50";"'='";"41.0";"nM";"7.39";"";"";"UO_0000065";"23.13";"0.42";"2.76";"32.47";"1";"CHEMBL661700";"In vitro inhibition of human Cytochrome P450 19A1";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1131917";"1";"Scientific Literature";"Bioorg Med Chem Lett";"1999";"None";""
"CHEMBL287574";"";"None";"202.21";"0";"0.18";"9a";"Nc1ccc(C23CC2C(=O)NC3=O)cc1";"IC50";"'='";"7000.0";"nM";"5.16";"";"";"UO_0000065";"25.49";"0.47";"4.97";"7.14";"0";"CHEMBL660324";"Inhibition of human placental cytochrome P450 19A1 with testosterone";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1124116";"1";"Scientific Literature";"J Med Chem";"1988";"None";""
"CHEMBL202470";"";"None";"372.49";"0";"4.12";"16";"CCCCCCCCCOc1cc([N+](=O)[O-])ccc1N(C)S(C)(=O)=O";"IC50";"'='";"3960.0";"nM";"5.40";"";"";"UO_0000065";"14.50";"0.30";"1.28";"6.02";"0";"CHEMBL952107";"Inhibition of aromatase in human SKBR3 cells by tritiated water release assay";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"SK-BR-3";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1143195";"1";"Scientific Literature";"J Med Chem";"2008";"CHEMBL3308062";""
"CHEMBL1956186";"";"None";"242.71";"0";"3.99";"23";"Cc1cc(-n2ccc3ccncc32)ccc1Cl";"IC50";"'='";"59.0";"nM";"7.23";"";"";"UO_0000065";"29.79";"0.58";"3.24";"40.57";"0";"CHEMBL1958525";"Inhibition of human aromatase coexpressed with P450 reductase by fluorimetry";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1955805";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2012";"None";""
"CHEMBL3818728";"";"None";"326.48";"0";"4.89";"17";"C=CC[C@@H]1CC2=CC(=O)CC[C@]2(C)[C@H]2CC[C@]3(C)C(=O)CC[C@H]3[C@H]12";"IC50";"'='";"590.0";"nM";"6.23";"";"";"UO_0000065";"19.08";"0.35";"1.34";"18.25";"0";"CHEMBL3820544";"Inhibition of human placental microsomal aromatase using [1beta-3H] androstenedione as substrate assessed as tritiated H2O release after 15 mins by liquid scintillation counting method";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3817793";"1";"Scientific Literature";"J Med Chem";"2016";"None";""
"CHEMBL223108";"";"None";"322.34";"0";"2.55";"19";"CS(=O)(=O)Nc1ccc([N+](=O)[O-])cc1OCc1ccccc1";"IC50";"'='";"2140.0";"nM";"5.67";"";"";"UO_0000065";"17.59";"0.35";"3.12";"5.75";"0";"CHEMBL952107";"Inhibition of aromatase in human SKBR3 cells by tritiated water release assay";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"SK-BR-3";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1143195";"1";"Scientific Literature";"J Med Chem";"2008";"CHEMBL3308062";""
"CHEMBL1956179";"";"None";"289.29";"0";"3.93";"15";"N#Cc1ccc(Oc2cccnc2)cc1Oc1cccnc1";"IC50";"'='";"304.0";"nM";"6.52";"";"";"UO_0000065";"22.53";"0.40";"2.59";"9.58";"0";"CHEMBL1958525";"Inhibition of human aromatase coexpressed with P450 reductase by fluorimetry";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1955805";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2012";"None";""
"CHEMBL1444";"LETROZOLE";"4.0";"285.31";"0";"2.66";"1";"N#Cc1ccc(C(c2ccc(C#N)cc2)n2cncn2)cc1";"IC50";"'='";"1.0";"nM";"9.00";"";"";"UO_0000065";"31.54";"0.56";"6.34";"11.50";"1";"CHEMBL1958525";"Inhibition of human aromatase coexpressed with P450 reductase by fluorimetry";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1955805";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2012";"None";""
"CHEMBL8646";"";"None";"340.51";"1";"5.28";"3d";"CCCC[C@H]1CC2C(CCC3(C)C(=O)CCC23)C2(C)C=CC(=O)C=C12";"IC50";"'='";"200.0";"nM";"6.70";"";"";"UO_0000065";"19.67";"0.37";"1.42";"19.62";"0";"CHEMBL661697";"In vitro inhibitory activity against Cytochrome P450 19A1 in human placental microsomes";"B";"BAO_0000251";"microsome format";"None";"None";"None";"None";"Microsome";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1129505";"1";"Scientific Literature";"J Med Chem";"1996";"None";""
"CHEMBL359942";"";"None";"237.30";"0";"3.58";"12a";"COc1ccc2c(c1)CC/C2=C\c1ccncc1";"IC50";"'='";"3960.0";"nM";"5.40";"";"";"UO_0000065";"22.77";"0.41";"1.82";"24.42";"0";"CHEMBL830012";"In vitro inhibitory concentration against human placental CYP19 incubated with 500 nM of substrate androstenedione in presence of the compound";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1142706";"1";"Scientific Literature";"J Med Chem";"2005";"None";""
"CHEMBL1172400";"";"None";"311.34";"0";"3.29";"72";"CC(=O)Oc1cc(/C=C/c2ccc(N)cc2)cc(OC(C)=O)c1";"IC50";"'='";"2940.0";"nM";"5.53";"";"";"UO_0000065";"17.77";"0.33";"2.24";"7.04";"0";"CHEMBL1175842";"Inhibition of human aromatase preincubated with NADP+ for 10 mins before substrate addition measured after 30 mins";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1177666";"1";"Scientific Literature";"Bioorg Med Chem";"2010";"None";""
"CHEMBL4128368";"";"None";"491.51";"1";"5.03";"14j";"O=S(=O)(N1CCN(c2ccc(/C=C/c3cc(F)cc(-c4ccncc4)c3)cc2)CC1)C(F)(F)F";"IC50";"'='";"1000.0";"nM";"6.00";"";"";"UO_0000065";"12.21";"0.24";"0.97";"11.21";"0";"CHEMBL4124010";"Inhibition of CYP19 (unknown origin) by Becton Dickinson aromatase assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4118215";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2018";"None";""
"CHEMBL195571";"";"None";"221.26";"0";"3.61";"figure 6, R2C1";"Oc1ccc2cc(-c3cccnc3)ccc2c1";"IC50";"'='";"2700.0";"nM";"5.57";"";"";"UO_0000065";"25.17";"0.45";"1.96";"16.81";"0";"CHEMBL934601";"Inhibition of aromatase";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1144726";"1";"Scientific Literature";"J Med Chem";"2008";"None";""
"CHEMBL2442757";"";"None";"354.41";"0";"4.64";"12";"COc1ccc(-c2cc(Cn3ccnc3)c3ccc4[nH]ccc4c3n2)cc1";"IC50";"'='";"454.0";"nM";"6.34";"";"";"UO_0000065";"17.90";"0.32";"1.70";"11.38";"0";"CHEMBL2444880";"Inhibition of aromatase (unknown origin) using 7-methoxy-4-trifluoromethylcoumarin as substrate after 30 mins by fluorimetric analysis";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2440047";"1";"Scientific Literature";"J Med Chem";"2013";"None";""
"CHEMBL2440145";"";"None";"304.35";"0";"3.88";"8";"COc1ccc(-c2cc(CO)c3ccc4[nH]ccc4c3n2)cc1";"IC50";"'='";"922.0";"nM";"6.04";"";"";"UO_0000065";"19.83";"0.36";"2.16";"10.38";"0";"CHEMBL2444880";"Inhibition of aromatase (unknown origin) using 7-methoxy-4-trifluoromethylcoumarin as substrate after 30 mins by fluorimetric analysis";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2440047";"1";"Scientific Literature";"J Med Chem";"2013";"None";""
"CHEMBL199334";"";"None";"350.33";"0";"3.58";"7e";"COc1ccc2cc(C(c3ccc([N+](=O)[O-])cc3)n3cncn3)oc2c1";"IC50";"'='";"600.0";"nM";"6.22";"";"";"UO_0000065";"17.76";"0.33";"2.64";"6.47";"0";"CHEMBL865872";"Displacement of [1,2,6,7-3H]-androstenedione from human placental CYP19";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1149390";"1";"Scientific Literature";"J Med Chem";"2006";"None";""
"CHEMBL366772";"";"None";"237.30";"0";"3.58";"15a";"COc1ccc2c(c1)/C(=C/c1cccnc1)CC2";"IC50";"'='";"6360.0";"nM";"5.20";"";"";"UO_0000065";"21.90";"0.39";"1.62";"23.49";"0";"CHEMBL830012";"In vitro inhibitory concentration against human placental CYP19 incubated with 500 nM of substrate androstenedione in presence of the compound";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1142706";"1";"Scientific Literature";"J Med Chem";"2005";"None";""
"CHEMBL28668";"";"None";"260.34";"0";"1.99";"8";"CCC(C)C1(c2ccc(N)cc2)CCC(=O)NC1=O";"IC50";"'='";"3000.0";"nM";"5.52";"";"";"UO_0000065";"21.21";"0.40";"3.53";"7.65";"1";"CHEMBL845864";"Inhibition of human placental aromatase";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1123329";"1";"Scientific Literature";"J Med Chem";"1986";"None";""
"CHEMBL440691";"";"None";"290.45";"0";"3.67";"3";"CC12CCC3C(CCC4=CCCCC43CO)C1CCC2O";"IC50";"'='";"2300.0";"nM";"5.64";"";"";"UO_0000065";"19.41";"0.37";"1.97";"13.94";"0";"CHEMBL666801";"Inhibition of 1 uM [1-beta-3H]-androstenedione binding to human placental microsome Cytochrome P450 19A1";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1125884";"1";"Scientific Literature";"J Med Chem";"1991";"None";""
"CHEMBL351167";"";"None";"271.23";"0";"1.95";"Table S2, R43C1";"O=c1ccoc2c(Cn3ccnc3)ccc([N+](=O)[O-])c12";"IC50";"'='";"1100.0";"nM";"5.96";"";"";"UO_0000065";"21.97";"0.41";"4.01";"6.54";"0";"CHEMBL1011777";"Inhibition of human aromatase-mediated conversion of [1beta3H]androstenedione to estrone by liquid scintillation counting in presence of NADPH";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1139349";"1";"Scientific Literature";"J Med Chem";"2009";"None";""
"CHEMBL427247";"";"None";"226.24";"0";"2.04";"Table S2, R49C1";"O=c1cc(Cn2ccnc2)c2ccccc2o1";"IC50";"'='";"2100.0";"nM";"5.68";"";"";"UO_0000065";"25.10";"0.46";"3.64";"11.82";"0";"CHEMBL1011777";"Inhibition of human aromatase-mediated conversion of [1beta3H]androstenedione to estrone by liquid scintillation counting in presence of NADPH";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1139349";"1";"Scientific Literature";"J Med Chem";"2009";"None";""
"CHEMBL442373";"";"None";"301.31";"0";"3.06";"Table S2, R51C1";"N#Cc1ccc(Cn2ccnc2)c2c(=O)c3ccccc3oc12";"IC50";"'='";"2300.0";"nM";"5.64";"";"";"UO_0000065";"18.71";"0.33";"2.58";"7.85";"1";"CHEMBL1011777";"Inhibition of human aromatase-mediated conversion of [1beta3H]androstenedione to estrone by liquid scintillation counting in presence of NADPH";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1139349";"1";"Scientific Literature";"J Med Chem";"2009";"None";""
"CHEMBL4060208";"";"None";"506.63";"2";"5.96";"11";"O=C(/C=C\Nc1ccc(S(=O)(=O)Nc2nccs2)cc1)c1ccc2c(c1)Nc1ccccc1S2";"IC50";"'='";"5670.0";"nM";"5.25";"";"";"UO_0000065";"10.36";"0.21";"-0.71";"5.24";"0";"CHEMBL4034703";"Inhibition of aromatase activity in human T47D cells after 24 hrs";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4033644";"1";"Scientific Literature";"Eur J Med Chem";"2017";"None";""
"CHEMBL70367";"";"None";"286.42";"0";"4.09";"23";"CC12CCC3C(C(=O)C=C4CCCCC43C)C1CCC2=O";"IC50";"'='";"1800.0";"nM";"5.75";"";"";"UO_0000065";"20.06";"0.37";"1.65";"16.83";"0";"CHEMBL663241";"In vitro competitive inhibitory activity was measured on Cytochrome P450 19A1 of human placental microsomes";"B";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1127575";"1";"Scientific Literature";"J Med Chem";"1994";"None";""
"CHEMBL489187";"";"None";"352.48";"1";"5.89";"2bf";"Cc1ccccc1CC(Cc1ccc(-c2ccccc2)cc1)n1ccnc1";"IC50";"'='";"1040.0";"nM";"5.98";"";"";"UO_0000065";"16.97";"0.30";"0.09";"33.57";"0";"CHEMBL987995";"Inhibition of human aromatase";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1144209";"1";"Scientific Literature";"Bioorg Med Chem";"2008";"None";""
"CHEMBL88918";"";"None";"330.47";"0";"4.24";"Page 2677";"CCCCCCCCN1C(=O)CC[C@](CC)(c2ccncc2)C1=O";"IC50";"'='";"800.0";"nM";"6.10";"";"";"UO_0000065";"18.45";"0.35";"1.86";"12.13";"0";"CHEMBL663079";"Inhibition of Cytochrome P450 19A1 in human placenta";"B";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1125058";"1";"Scientific Literature";"J Med Chem";"1990";"None";""
"CHEMBL1915167";"";"None";"315.37";"0";"2.19";"6b";"COC(=O)[C@@H]1Cc2c([nH]c3ccccc23)CN1C(=O)NC(C)C";"IC50";"'='";"47300.0";"nM";"4.33";"";"";"UO_0000065";"13.71";"0.26";"2.14";"5.81";"0";"CHEMBL1918238";"Inhibition of aromatase after 10 mins preincubation by plate reader relative to control";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1914395";"1";"Scientific Literature";"Bioorg Med Chem";"2011";"None";""
"CHEMBL491222";"";"None";"338.45";"1";"5.58";"2be";"c1ccc(CC(Cc2ccc(-c3ccccc3)cc2)n2ccnc2)cc1";"IC50";"'='";"950.0";"nM";"6.02";"";"";"UO_0000065";"17.79";"0.32";"0.44";"33.80";"0";"CHEMBL987995";"Inhibition of human aromatase";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1144209";"1";"Scientific Literature";"Bioorg Med Chem";"2008";"None";""
"CHEMBL517347";"";"None";"372.71";"1";"5.24";"1nq";"Clc1ccc(CN(Cc2ccc(Cl)s2)n2ccnc2)c(Cl)c1";"IC50";"'='";"320.0";"nM";"6.50";"";"";"UO_0000065";"17.43";"0.40";"1.25";"30.84";"0";"CHEMBL987995";"Inhibition of human aromatase";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1144209";"1";"Scientific Literature";"Bioorg Med Chem";"2008";"None";""
"CHEMBL491010";"";"None";"354.46";"0";"4.67";"4ac";"C(=C/c1ccccc1)\CCN(Cc1cccc2ccccc12)n1cncn1";"IC50";"'='";"13040.0";"nM";"4.88";"";"";"UO_0000065";"13.78";"0.25";"0.21";"14.39";"0";"CHEMBL987995";"Inhibition of human aromatase";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1144209";"1";"Scientific Literature";"Bioorg Med Chem";"2008";"None";""
"CHEMBL463435";"MORACIN I";"None";"324.38";"1";"5.03";"moracin I";"COc1cc(O)cc(-c2cc3ccc(O)cc3o2)c1CC=C(C)C";"IC50";"'>'";"40.0";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"0";"CHEMBL949646";"Inhibition of aromatase from human placental microsomes";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1156356";"1";"Scientific Literature";"J Nat Prod";"2001";"None";""
"CHEMBL465845";"BROUSSONIN F";"None";"302.37";"0";"3.59";"broussonin F";"COc1ccc(CCCc2ccc(O)c(OC)c2)c(OC)c1";"IC50";"'>'";"40.0";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"0";"CHEMBL949646";"Inhibition of aromatase from human placental microsomes";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1156356";"1";"Scientific Literature";"J Nat Prod";"2001";"None";""
"CHEMBL599456";"";"None";"278.29";"0";"3.00";"35";"N#Cc1cc(Cn2cncn2)cc(-c2ccc(F)cc2)c1";"IC50";"'='";"19.0";"nM";"7.72";"";"";"UO_0000065";"27.75";"0.50";"4.72";"14.17";"0";"CHEMBL1067556";"Inhibition of aromatase in human JEG3 cells by scintillation spectrometry";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"JEG-3";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1157574";"1";"Scientific Literature";"J Med Chem";"2010";"CHEMBL3308202";""
"CHEMBL1083970";"";"None";"322.28";"0";"2.49";"5";"O=c1c2cccnc2oc2c(Cn3ccnc3)ccc([N+](=O)[O-])c12";"IC50";"'='";"101.0";"nM";"7.00";"";"";"UO_0000065";"21.71";"0.40";"4.51";"6.72";"0";"CHEMBL1118851";"Inhibition of aromatase from human placental microsomes";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1155447";"1";"Scientific Literature";"J Med Chem";"2010";"None";""
"CHEMBL583310";"";"None";"332.35";"0";"3.51";"15, NSC-688803";"CCCC(=O)Oc1cc(OC(=O)CCC)c2c(C)cc(=O)oc2c1";"IC50";"'='";"176000.0";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1037707";"Inhibition of human placental aromatase assessed as conversion of [1-beta-3H]androstenedione to [1beta-3H]estrone after 20 mins by liquid scintillation counting";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1154072";"1";"Scientific Literature";"Eur J Med Chem";"2009";"None";""
"CHEMBL453448";"";"None";"244.29";"0";"2.98";"5";"Oc1ccc(CCCc2ccc(O)cc2O)cc1";"IC50";"'>'";"40.0";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"0";"CHEMBL949646";"Inhibition of aromatase from human placental microsomes";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1156356";"1";"Scientific Literature";"J Nat Prod";"2001";"None";""
"CHEMBL366490";"";"None";"225.27";"0";"3.71";"24a";"Fc1cccc2c1CC/C2=C\c1cccnc1";"IC50";"'='";"1810.0";"nM";"5.74";"";"";"UO_0000065";"25.49";"0.46";"2.03";"44.55";"1";"CHEMBL830012";"In vitro inhibitory concentration against human placental CYP19 incubated with 500 nM of substrate androstenedione in presence of the compound";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1142706";"1";"Scientific Literature";"J Med Chem";"2005";"None";""
"CHEMBL599238";"";"None";"417.88";"0";"2.70";"24";"CN(C)S(=O)(=O)Oc1ccc(-c2cc(Cn3cncn3)ccc2C#N)cc1Cl";"IC50";"'='";"2.4";"nM";"8.62";"";"";"UO_0000065";"20.63";"0.42";"5.92";"8.53";"0";"CHEMBL1067556";"Inhibition of aromatase in human JEG3 cells by scintillation spectrometry";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"JEG-3";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1157574";"1";"Scientific Literature";"J Med Chem";"2010";"CHEMBL3308202";""
"CHEMBL3622064";"";"None";"499.35";"0";"3.12";"127";"N#Cc1ccc(N(Cc2ccc3c(Br)c(OS(N)(=O)=O)ccc3c2)n2cnnc2)cc1";"IC50";"'='";"0.25";"nM";"9.60";"";"";"UO_0000065";"19.23";"0.42";"6.48";"7.55";"1";"CHEMBL4398432";"Inhibition of aromatase (unknown origin)";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4396892";"1";"Scientific Literature";"Eur J Med Chem";"2019";"None";""
"CHEMBL598009";"";"None";"364.81";"0";"2.23";"45";"NS(=O)(=O)Oc1ccc(-c2cccc(Cn3cncn3)c2)cc1Cl";"IC50";"'='";"70.0";"nM";"7.16";"";"";"UO_0000065";"19.61";"0.41";"4.92";"7.15";"0";"CHEMBL1067556";"Inhibition of aromatase in human JEG3 cells by scintillation spectrometry";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"JEG-3";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1157574";"1";"Scientific Literature";"J Med Chem";"2010";"CHEMBL3308202";""
"CHEMBL29230";"";"None";"274.36";"0";"2.38";"35";"CC(C)CCC1(c2ccc(N)cc2)CCC(=O)NC1=O";"IC50";"'='";"400.0";"nM";"6.40";"";"";"UO_0000065";"23.32";"0.44";"4.02";"8.86";"0";"CHEMBL4398430";"Inhibition of human placental microsome aromatase using [1beta,2beta3H]-]testosterone as substrate measured up to 21 mins in presence of NADPH by liquid scintillation spectrometer method";"B";"BAO_0000251";"microsome format";"Homo sapiens";"CHEMBL3987910";"Placenta";"None";"Microsome";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4396892";"1";"Scientific Literature";"Eur J Med Chem";"2019";"None";""
"CHEMBL29521";"";"None";"274.36";"0";"2.38";"37";"CCCC(C)C1(c2ccc(N)cc2)CCC(=O)NC1=O";"IC50";"'='";"600.0";"nM";"6.22";"";"";"UO_0000065";"22.68";"0.42";"3.84";"8.62";"0";"CHEMBL4398430";"Inhibition of human placental microsome aromatase using [1beta,2beta3H]-]testosterone as substrate measured up to 21 mins in presence of NADPH by liquid scintillation spectrometer method";"B";"BAO_0000251";"microsome format";"Homo sapiens";"CHEMBL3987910";"Placenta";"None";"Microsome";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4396892";"1";"Scientific Literature";"Eur J Med Chem";"2019";"None";""
