PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,Activity Summary,Antagonist Activity,Antagonist Potency (uM),Antagonist Efficacy (%),Viability Activity,Viability Potency (uM),Viability Efficacy (%),Sample Source
1176,144205081,5358,CNS(=O)(=O)CC1=CC2=C(C=C1)NC=C2CCN(C)C,Inactive,0,,,inactive,inactive,,0,inactive,,0,Microsource
1177,144205082,57507834,C[C@H]1/C=C\C=C(/C(=O)NC2=C(C3=C(C4=C(C(=C3O)C)O[C@@](C4=O)(OC=C[C@@H]([C@H]([C@H]([C@@H]([C@@H]([C@@H]([C@H]1O)C)O)C)OC(=O)C)C)OC)C)C5=C2N6C=CC(=CC6=N5)C)O)\C,Inactive,0,,,inactive,inactive,,0,active antagonist,18.8336,-58.9215,Microsource
1178,144205084,441082,C[C@H]1[C@H]2CC[C@@H]3[C@@]2(CC[C@H]4[C@H]3CC=C5[C@@]4(CC[C@@H](C5)N(C)C)C)CN1C,Inactive,0,,,inactive,inactive,,0,inactive,,0,Microsource
1179,144205086,5281227,CC1=C(C(CCC1=O)(C)C)/C=C/C(=C/C=C/C(=C/C=C/C=C(/C=C/C=C(/C=C/C2=C(C(=O)CCC2(C)C)C)\C)\C)/C)/C,Inactive,0,,,inactive,inactive,,0,inactive,,0,Microsource
1180,144205087,5078,CN(C)CCC1=CNC2=C1C=C(C=C2)CN3C=NC=N3,Inactive,0,,,inactive,inactive,,0,inactive,,0,Microsource
1181,144205088,146571,CN(C)CCC[C@@]1(C2=C(CO1)C=C(C=C2)C#N)C3=CC=C(C=C3)F.C(=O)(C(=O)O)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,Microsource
1182,144205090,5002,C1CN(CCN1CCOCCO)C2=NC3=CC=CC=C3SC4=CC=CC=C42,Inactive,0,,,inactive,inactive,,0,inactive,,0,Bionet
1183,144205092,222786,C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@H]2C(=O)C[C@]4([C@H]3CC[C@@]4(C(=O)CO)O)C,Inactive,0,,,inactive,inactive,,0,inactive,,0,Microsource
1184,144205094,9855548,CNCC1=CC=CC=C1.Cl,Inactive,0,,,inactive,inactive,,0,inactive,,0,Microsource
1185,144205095,71777,C1=CC(=C(C(=C1)F)C(=O)NC(=O)NC2=CC(=C(C=C2Cl)OC(C(C(F)(F)F)F)(F)F)Cl)F,Inactive,0,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
1186,144205097,20055083,CC1=CC2=C(C=C1C)N(C=N2)[C@@H]3[C@@H]([C@@H]([C@H](O3)CO)OP(=O)([O-])OC(C)CNC(=O)CCC\4(C(C5C6(C(C(C(=N6)/C(=C\7/C(C(C(=N7)/C=C\8/C(C(C(=N8)/C(=C4\[N-]5)/C)CCC(=O)N)(C)C)CCC(=O)N)(C)CC(=O)N)/C)CCC(=O)N)(C)CC(=O)N)C)CC(=O)N)C)O.[CH2-][C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)O.[Co+3],Inactive,0,,,inactive,inactive,,0,inactive,,0,Microsource
1187,144205099,5282521,CC[C@@H]1[C@H](/C=C(/C=C/C(=O)[C@@H](C[C@@H]([C@@H]([C@H]([C@@H](CC(=O)O1)O)C)O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)C)O)N(C)C)O)CCN3C[C@@H](C[C@@H](C3)C)C)C)\C)CO[C@H]4[C@@H]([C@@H]([C@@H]([C@H](O4)C)O)OC)OC,Inactive,0,,,inactive,inactive,,0,inactive,,0,Microsource
1188,144205100,23714647,[Li+].C1[C@@H]2N(C1=O)[C@H](/C(=C/CO)/O2)C(=O)[O-],Inactive,0,,,inactive,inactive,,0,inactive,,0,Microsource
1189,144205101,5161,C1=CC=C(C(=C1)C(=O)OC2=CC=CC=C2C(=O)O)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,Microsource
1190,144205102,454937,C([C@@H]1[C@H]([C@@H]([C@H](C(O1)[S-])O)O)O)O.[Au+],Inactive,0,,,inactive,inactive,,0,inactive,,0,Microsource
1191,144205105,2734952,C(=NN)(N)N.C(=NN)(N)N.OS(=O)(=O)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,Microsource
1192,144205106,23681107,C(CC(O)(P(=O)(O)O)P(=O)(O)[O-])CN.O.O.O.[Na+],Inactive,0,,,inactive,inactive,,0,inactive,,0,Enamine
1193,144205107,5388977,CCC(COC(=O)C1=CC(=C(C(=C1)OC)OC)OC)(C2=CC=CC=C2)N(C)C.C(=C\C(=O)O)\C(=O)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,Microsource
1194,144205108,4737,CCCC(C)C1(C(=O)NC(=O)NC1=O)CC,Inactive,0,,,inactive,inactive,,0,inactive,,0,Microsource
1195,144205109,135398745,CC1=CC2=C(S1)NC3=CC=CC=C3N=C2N4CCN(CC4)C,Inactive,0,,,inactive,inactive,,0,active antagonist,19.5704,-75.0261,Bionet
1196,144205110,5280489,CC1=C(C(CCC1)(C)C)/C=C/C(=C/C=C/C(=C/C=C/C=C(/C=C/C=C(/C=C/C2=C(CCCC2(C)C)C)\C)\C)/C)/C,Inactive,0,,,inactive,inactive,,0,inactive,,0,Microsource
1197,144205112,135398658,C1=CC(=CC=C1C(=O)N[C@@H](CCC(=O)O)C(=O)O)NCC2=CN=C3C(=N2)C(=O)NC(=N3)N,Inactive,0,,,inactive,inactive,,0,inactive,,0,InterBioScreen
1198,144205113,5789,CC1=CN(C(=O)NC1=O)[C@H]2C[C@@H]([C@H](O2)CO)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,Timtec
1199,144205114,1050,CC1=NC=C(C(=C1O)C=O)CO,Inactive,0,,,inactive,inactive,,0,inactive,,0,Enamine
1200,144205115,5816,CNC[C@@H](C1=CC(=C(C=C1)O)O)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,Labotest
1201,144205116,131204,CC(C)(CO)[C@H](C(=O)NCCCO)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,Timtec
1202,144205117,86472,CC1=C(C(=C(C2=C1O[C@](CC2)(C)CCC[C@H](C)CCC[C@H](C)CCCC(C)C)C)OC(=O)C)C,Inactive,0,,,inactive,inactive,,0,inactive,,0,Pharmeks
1203,144205119,52994022,CN1CC[C@]23[C@@H]4[C@H]1CC5=C2C(=C(C=C5)OC)O[C@H]3C(=O)CC4.CN1CC[C@]23[C@@H]4[C@H]1CC5=C2C(=C(C=C5)OC)O[C@H]3C(=O)CC4.O.OP(=O)(O)O.OP(=O)(O)O.OP(=O)(O)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,InterBioScreen
1204,144205120,2712,CN=C1CN(C(=C2C=C(C=CC2=N1)Cl)C3=CC=CC=C3)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,InterBioScreen
1205,144205121,2712,CN=C1CN(C(=C2C=C(C=CC2=N1)Cl)C3=CC=CC=C3)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,InterBioScreen
1206,144205122,5734,C1=CC=C2C(=C1)C(=NO2)CS(=O)(=O)N,Inactive,0,,,inactive,inactive,,0,inactive,,0,InterBioScreen
1207,144205123,16757820,COC(=O)C(C1=CC=CC=C1Cl)N2CCC3=C(C2)C=CS3.OS(=O)(=O)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,InterBioScreen
1208,144205124,25051,C1=CN2[C@H]3[C@H]([C@@H]([C@H](O3)CO)O)OC2=NC1=N,Inactive,0,,,inactive,inactive,,0,inactive,,0,InterBioScreen
1209,144205125,4616,C1=CC=C(C=C1)C2=NC(C(=O)NC3=C2C=C(C=C3)Cl)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,InterBioScreen
1210,144205126,8364,CCCCC(CC)COC(=O)C1=CC=CC=C1O,Inactive,0,,,inactive,inactive,,0,inactive,,0,InterBioScreen
1211,144205128,64710,CCC[C@@H]1C[C@H](N(C1)C)C(=O)N[C@@H]([C@@H]2[C@@H]([C@@H]([C@H]([C@H](O2)SC)O)O)O)[C@@H](C)O.Cl,Inactive,0,,,inactive,inactive,,0,inactive,,0,InterBioScreen
1212,144205130,50942,CN1C2=C(C(=O)N(C1=O)C)N(C=N2)CC3OCCO3,Inactive,0,,,inactive,inactive,,0,inactive,,0,InterBioScreen
1213,144205132,6024,CC(=O)OCC1=C(N2[C@@H]([C@@H](C2=O)NC(=O)CC3=CC=CS3)SC1)C(=O)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,InterBioScreen
1214,144205133,60464,C[C@@H]1CN(C[C@@H](N1)C)C2=C(C(=C3C(=C2F)N(C=C(C3=O)C(=O)O)C4CC4)N)F,Inactive,0,,,inactive,inactive,,0,inactive,,0,InterBioScreen
1215,144205134,27661,C1[C@@H]([C@@H]2[C@H](O1)[C@@H](CO2)O[N+](=O)[O-])O,Inactive,0,,,inactive,inactive,,0,inactive,,0,InterBioScreen
1216,144205136,19648,C[C@H]1[C@@]([C@H]([C@@H](O1)O[C@@H]2[C@H]([C@@H]([C@H]([C@@H]([C@H]2O)O)N=C(N)N)O)N=C(N)N)O[C@H]3[C@H]([C@@H]([C@H]([C@@H](O3)CO)O)O)NC)(C=O)O.C[C@H]1[C@@]([C@H]([C@@H](O1)O[C@@H]2[C@H]([C@@H]([C@H]([C@@H]([C@H]2O)O)N=C(N)N)O)N=C(N)N)O[C@H]3[C@H]([C@@H]([C@H]([C@@H](O3)CO)O)O)NC)(C=O)O.OS(=O)(=O)O.OS(=O)(=O)O.OS(=O)(=O)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,InterBioScreen
1217,144205137,23663400,C[C@@]1([C@@H](N2[C@H](S1(=O)=O)CC2=O)C(=O)[O-])CN3C=CN=N3.[Na+],Inactive,0,,,inactive,inactive,,0,inactive,,0,InterBioScreen
1218,144205138,73339,C1[C@@H](O[C@@H](S1)CO)N2C=CC(=NC2=O)N,Inactive,0,,,inactive,inactive,,0,inactive,,0,InterBioScreen
1219,144205139,73339,C1[C@@H](O[C@@H](S1)CO)N2C=CC(=NC2=O)N,Inactive,0,,,inactive,inactive,,0,inactive,,0,Bionet
1220,144205140,15232,CC1([C@@H](N2[C@H](S1)[C@@H](C2=O)NC(=O)CC3=CC=CC=C3)C(=O)O)C.CC1([C@@H](N2[C@H](S1)[C@@H](C2=O)NC(=O)CC3=CC=CC=C3)C(=O)O)C.C1=CC=C(C=C1)CNCCNCC2=CC=CC=C2,Inactive,0,,,inactive,inactive,,0,inactive,,0,InterBioScreen
1221,144205141,63013,CN(C)C[C@H]1CCCC[C@@]1(C2=CC(=CC=C2)OC)O.Cl,Inactive,0,,,inactive,inactive,,0,inactive,,0,InterBioScreen
1222,144205143,174174,CN1[C@@H]2CC[C@H]1CC(C2)OC(=O)C(CO)C3=CC=CC=C3,Inactive,0,,,inactive,inactive,,0,inactive,,0,InterBioScreen
1223,144205144,1549008,CC(C)(C)C#C/C=C/CN(C)CC1=CC=CC2=CC=CC=C21,Inactive,0,,,inactive,inactive,,0,inactive,,0,InterBioScreen
1224,144205145,9885981,C1=CC=C2C(=C1)C(=O)OC23C4=C(C=C(C=C4)[O-])OC5=C3C=CC(=C5)[O-].[Na+].[Na+],Inactive,0,,,inactive,inactive,,0,active agonist,9.43918,734.785,InterBioScreen
1225,144205146,13109,CC[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@]2(C#C)O)CCC4=CC(=O)CC[C@H]34,Inactive,0,,,inactive,inactive,,0,inactive,,0,InterBioScreen
1226,144205147,6057,C1=CC(=CC=C1C[C@@H](C(=O)O)N)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,InterBioScreen
1227,144205148,5997,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C,Inactive,0,,,inactive,inactive,,0,inactive,,0,InterBioScreen
1228,144205149,23894,CC(O)(P(=O)(O)[O-])P(=O)(O)[O-].[Na+].[Na+],Inactive,0,,,inactive,inactive,,0,inactive,,0,InterBioScreen
1229,144205150,444254,C[C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@@H]2[C@H](O[C@@H]([C@@H]([C@H]2O)O)O[C@@H]3[C@H](O[C@H]([C@@H]([C@H]3O)O)O)CO)CO)O)O)N[C@H]4C=C([C@H]([C@@H]([C@H]4O)O)O)CO,Inactive,0,,,inactive,inactive,,0,inactive,,0,InterBioScreen
1230,144205151,442460,CC(=O)O[C@@H]1CC2CCC1(C2(C)C)C,Inactive,0,,,inactive,inactive,,0,inactive,,0,InterBioScreen
1231,144205152,11876263,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2C(=O)COC(=O)C(C)(C)C)CCC4=CC(=O)CC[C@]34C,Inactive,0,,,inactive,inactive,,0,inactive,,0,Pharmeks
1232,144205153,8271,CCC1(C(=O)NC(=O)N(C1=O)C)C2=CC=CC=C2,Inactive,0,,,inactive,inactive,,0,inactive,,0,Pharmeks
1233,144205154,4506,C1C(=O)NC2=C(C=C(C=C2)[N+](=O)[O-])C(=N1)C3=CC=CC=C3,Inactive,0,,,inactive,inactive,,0,inactive,,0,Pharmeks
1234,144205155,8633,CC1CCC(C(C1)OC(=O)C2=CC=CC=C2N)C(C)C,Inactive,0,,,inactive,inactive,,0,inactive,,0,Pharmeks
1235,144205156,854026,C/C=C/1\[C@@H]2CC3=C([C@]1(CC(=C2)C)N)C=CC(=O)N3,Inactive,0,,,inactive,inactive,,0,inactive,,0,Pharmeks
1236,144205157,5284557,C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@H]2CC[C@]4([C@H]3CC[C@]4(C#C)O)C,Inactive,0,,,inactive,inactive,,0,inactive,,0,Pharmeks
1237,144205159,67406,CC1=CC(=CC=C1)OC(=O)C,Inactive,0,,,inactive,inactive,,0,inactive,,0,Labotest
1238,144205160,31264,CC1OC(OC(O1)C)C,Inactive,0,,,inactive,inactive,,0,inactive,,0,Labotest
1239,144205161,31264,CC1OC(OC(O1)C)C,Inactive,0,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
1240,144205162,2682,CCCCCCCCCCCCCCCCO,Inactive,0,,,inactive,inactive,,0,inactive,,0,Labotest
1241,144205163,8221,CCCCCCCCCCCCCCCCCCO,Inactive,0,,,inactive,inactive,,0,inactive,,0,Labotest
1242,144205164,12620,CCCCCCCCCCCCCCCCCCCCCCO,Inactive,0,,,inactive,inactive,,0,inactive,,0,Labotest
1243,144205165,1110,C(CC(=O)O)C(=O)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,Labotest
1244,144205166,6989,CC1=CC(=C(C=C1)C(C)C)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,Labotest
1245,144205167,2707,C(C(Cl)(Cl)Cl)(O)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,Labotest
1246,144205168,7814,C1=CC(=CC=C1N)N,Inactive,0,,,inactive,inactive,,0,inactive,,0,Labotest
1247,144205169,7456,COC(=O)C1=CC=C(C=C1)O,Inactive,0,,,inactive,inactive,,0,inconclusive agonist,,,Labotest
1248,144205170,7393,CC(C)(C)C1=CC=C(C=C1)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,Labotest
1249,144205171,60962,C1=CC=C(C=C1)NN.Cl,Inactive,0,,,inactive,inactive,,0,inactive,,0,Labotest
1250,144205172,7187,C1=CC=C(C=C1)C(=O)OOC(=O)C2=CC=CC=C2,Inactive,0,,,inactive,inactive,,0,inactive,,0,Labotest
1251,144205173,16666,C[C@@H]1CC[C@H]([C@@H](C1)O)C(C)C,Inactive,0,,,inactive,inactive,,0,inactive,,0,Labotest
1252,144205174,16846,CCCOC(=O)C1=CC=CC=C1,Inactive,0,,,inactive,inactive,,0,inactive,,0,Labotest
1253,144205175,6982,CC1=CC(=C(C=C1Cl)C(C)C)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,Labotest
1254,144205176,61574,CCCCCCCCCCCCSCCOCCO,Inactive,0,,,inactive,inactive,,0,inactive,,0,Labotest
1255,144205177,6518,C(C(CO[N+](=O)[O-])(CO[N+](=O)[O-])CO[N+](=O)[O-])O[N+](=O)[O-],Inactive,0,,,inactive,inactive,,0,inactive,,0,Labotest
1256,144205180,40326,CC1(C(C1C(=O)OCC2=CC(=CC=C2)OC3=CC=CC=C3)C=C(Cl)Cl)C,Inactive,0,,,inactive,inactive,,0,inactive,,0,Labotest
1257,144205181,6282,C1=CC(=C(C=C1C2(C3=C(C(=C(C(=C3Br)Br)Br)Br)C(=O)O2)C4=CC(=C(C=C4)O)S(=O)(=O)[O-])S(=O)(=O)[O-])O.[Na+].[Na+],Inactive,0,,,inactive,inactive,,0,inactive,,0,Labotest
1258,144205182,5977,CC(C)(C(Cl)(Cl)Cl)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,Labotest
1259,144205183,68310,CC(=O)N[C@@H](CC1=CC=C(C=C1)O)C(=O)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,Labotest
1260,144205184,25495,C1=CC(=CN=C1)C(=O)OC[C@@H]2[C@H]([C@@H]([C@](O2)(COC(=O)C3=CN=CC=C3)O)OC(=O)C4=CN=CC=C4)OC(=O)C5=CN=CC=C5,Inactive,0,,,inactive,inactive,,0,inactive,,0,Labotest
1261,144205185,61002,C1=CC=C(C=C1)NNC(=O)N,Inactive,0,,,inactive,inactive,,0,inactive,,0,Labotest
1262,144205186,61002,C1=CC=C(C=C1)NNC(=O)N,Inactive,0,,,inactive,inactive,,0,inactive,,0,Labotest
1263,144205187,12478,COC1=CC(=CC(=C1OC)OC)C(=O)N2CCOCC2,Inactive,0,,,inactive,inactive,,0,inactive,,0,Labotest
1264,144205188,12478,COC1=CC(=CC(=C1OC)OC)C(=O)N2CCOCC2,Inactive,0,,,inactive,inactive,,0,inactive,,0,Labotest
1265,144205189,8522,CC1=C(C(=O)N(N1C)C2=CC=CC=C2)I,Inactive,0,,,inactive,inactive,,0,inactive,,0,Labotest
1266,144205190,23706212,CC(=O)CC(C1=CC=CC=C1)C2=C(C3=CC=CC=C3OC2=O)[O-].[K+],Inactive,0,,,inactive,inactive,,0,inactive,,0,Labotest
1267,144205192,19988,COC1=C(C=C(C(=C1)O)C(=O)C2=CC=CC=C2)S(=O)(=O)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,Labotest
1268,144205193,12305037,C1=CC(=C(C=C1[C@H](CN)O)O)O.C(C(C(=O)O)O)(C(=O)O)O.C(C(C(=O)O)O)(C(=O)O)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,Labotest
1269,144205194,3487,CCC1(CCC(=O)NC1=O)C2=CC=CC=C2,Inactive,0,,,inactive,inactive,,0,inactive,,0,Labotest
1270,144205195,892,C1(C(C(C(C(C1O)O)O)O)O)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,Labotest
1271,144205196,11850,C([C@H]([C@@H]([C@@H]([C@H](CO)O)O)O)O)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,Labotest
1272,144205197,11850,C([C@H]([C@@H]([C@@H]([C@H](CO)O)O)O)O)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,InterBioScreen
1273,144205198,6503,C(C(CO)(CO)N)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,Labotest
1274,144205199,6651,CC1(CCC(CC1)C(C)(C)O)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,Labotest
1275,144205201,5564,C1=CC(=C(C=C1Cl)O)OC2=C(C=C(C=C2)Cl)Cl,Inactive,0,,,inactive,inactive,,0,inactive,,0,Labotest
1276,144205202,288216,C1C[C@@H](OC1)N2C=C(C(=O)NC2=O)F,Inactive,0,,,inactive,inactive,,0,inactive,,0,Labotest
1277,144205203,2294,CCC1(C(=O)NC(=O)NC1=O)CC,Inactive,0,,,inactive,inactive,,0,inactive,,0,Labotest
1278,144205206,10230,C1=CC=C2C(=C1)C(=NN=C2NN)NN,Inactive,0,,,inactive,inactive,,0,inactive,,0,Labotest
1279,144205207,5483,CC(C(=O)NCC(=O)O)S,Inactive,0,,,inactive,inactive,,0,inactive,,0,Labotest
1280,144205208,5284607,CC1=C(C(=O)C2=CC=CC=C2C1=O)C/C=C(\C)/CCC[C@H](C)CCC[C@H](C)CCCC(C)C,Inactive,0,,,inactive,inactive,,0,inactive,,0,Labotest
1281,144205210,5634,C=CCCCCCCCCC(=O)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,Labotest
1282,144205211,1080,C(C(C(=O)O)N)SCC(=O)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,Labotest
1283,144205213,5281915,CC1=C(C(=O)C(=C(C1=O)OC)OC)C/C=C(\C)/CC/C=C(\C)/CC/C=C(\C)/CC/C=C(\C)/CC/C=C(\C)/CC/C=C(\C)/CC/C=C(\C)/CC/C=C(\C)/CC/C=C(\C)/CCC=C(C)C,Inactive,0,,,inactive,inactive,,0,inactive,,0,Labotest
1284,144205214,3608,CC1(C(=O)NC(=O)N(C1=O)C)C2=CCCCC2,Inactive,0,,,inactive,inactive,,0,inactive,,0,Labotest
1285,144205215,3608,CC1(C(=O)NC(=O)N(C1=O)C)C2=CCCCC2,Inactive,0,,,inactive,inactive,,0,inactive,,0,Labotest
1286,144205216,876,CSCCC(C(=O)O)N,Inactive,0,,,inactive,inactive,,0,inactive,,0,Labotest
1287,144205217,4674,C(CN)C(O)(P(=O)(O)O)P(=O)(O)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,Chembridge
1288,144205218,9330,CCN(CC)CCOC(=O)C(C1=CC=CC=C1)(C2=CC=CC=C2)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,Chembridge
1289,144205220,92876,CC(CN(C)C)C(C)(CC1=CC=C(C=C1)Cl)O.Cl,Inactive,0,,,inactive,inactive,,0,inactive,,0,Aurora
1290,144205221,15103,C[Se]CCC(C(=O)O)N,Inactive,0,,,inactive,inactive,,0,inactive,,0,Aurora
1291,144205222,3958,C1=CC=C(C(=C1)C2=NC(C(=O)NC3=C2C=C(C=C3)Cl)O)Cl,Inactive,0,,,inactive,inactive,,0,inactive,,0,Aurora
1292,144205223,5391,CN1C2=C(C=C(C=C2)Cl)C(=NC(C1=O)O)C3=CC=CC=C3,Inactive,0,,,inactive,inactive,,0,inactive,,0,Aurora
1293,144205225,3037556,C([C@H]([C@@H]([C@@H]([C@H](C=O)O)O)O)O)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,Timtec
1294,144205226,9564,CCCCNC(=O)NS(=O)(=O)C1=CC=C(C=C1)N,Inactive,0,,,inactive,inactive,,0,inactive,,0,Vitas
1295,144205227,699414,COC1=CC=C(C=C1)/C=C/C(=O)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,Vitas
1296,144205228,11061,CCN(CC)CCSC(=O)C(C1=CC=CC=C1)C2=CC=CC=C2,Inactive,0,,,inactive,inactive,,0,inconclusive antagonist,31.618,-27.8189,Vitas
1297,144205229,11061,CCN(CC)CCSC(=O)C(C1=CC=CC=C1)C2=CC=CC=C2,Inactive,0,,,inactive,inactive,,0,inactive,,0,Vitas
1298,144205230,7183,CCN(CC)CCOC(=O)C1=CC=C(C=C1)OCC,Inactive,0,,,inactive,inactive,,0,inactive,,0,Vitas
1299,144205231,5480,CCOC(=O)C1=C(SC2=C1CCN(C2)CC3=CC=CC=C3)N,Inactive,0,,,inactive,inactive,,0,inactive,,0,Vitas
1300,144205232,337359,C1COC2=C([C@]13C(=O)NC(=O)N3)C=C(C=C2)F,Inactive,0,,,inactive,inactive,,0,inactive,,0,AKos
1301,144205233,60490,CC(C1=CC2=CC=CC=C2S1)N(C(=O)N)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,AKos
1302,144205234,38409,C1=CSC(=C1)C(=O)C2=C(C(=C(C=C2)OCC(=O)O)Cl)Cl,Inactive,0,,,inactive,inactive,,0,inactive,,0,AKos
1303,144205235,38409,C1=CSC(=C1)C(=O)C2=C(C(=C(C=C2)OCC(=O)O)Cl)Cl,Inactive,0,,,inactive,inactive,,0,inactive,,0,AKos
1304,144205241,10885665,CC(C)CN(C[C@H]([C@H](CC1=CC=CC=C1)NC(=O)O[C@@H]2CCOC2)O)S(=O)(=O)C3=CC=C(C=C3)N,Inactive,0,,,inactive,inactive,,0,inactive,,0,AKos
1305,144205242,17756783,CCOC1=CC=C(C=C1)NC(=C)NC2=CC=C(C=C2)OCC,Inactive,0,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
1306,144205243,17756783,CCOC1=CC=C(C=C1)NC(=C)NC2=CC=C(C=C2)OCC,Inactive,0,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
1307,144205244,33255,CC1=NN=C(S1)SCC2=C(N3[C@@H]([C@@H](C3=O)NC(=O)CN4C=NN=N4)SC2)C(=O)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,InterBioScreen
1308,144205246,15558682,CN1[C@H]2CC[C@@H]1[C@H]([C@@H](C2)OC(=O)C3=CC=CC=C3)C(=O)OC.Cl,Inactive,0,,,inactive,inactive,,0,inactive,,0,InterBioScreen
1309,144205247,71563,CC(C)[C@H](C(=O)O)N,Inactive,0,,,inactive,inactive,,0,inactive,,0,ASDI
1310,144205248,1201549,CN1[C@@H]2CC[C@H]1CC(C2)OC(C3=CC=CC=C3)C4=CC=CC=C4,Inactive,0,,,inactive,inactive,,0,inactive,,0,ASDI
1311,144205249,2724368,C1=CC(=C(C=C1N)O)C(=O)[O-].[Na+],Inactive,0,,,inactive,inactive,,0,inactive,,0,ASDI
1312,144205250,3337,CCNC(C)CC1=CC(=CC=C1)C(F)(F)F,Inactive,0,,,inactive,inactive,,0,inactive,,0,ASDI
1313,144205252,32778,CC1=CC(=NO1)C(=O)NCCC2=CC=C(C=C2)S(=O)(=O)NC(=O)NN3CCCCCC3,Inactive,0,,,inactive,inactive,,0,inactive,,0,ASDI
1314,144205253,14868,C1=CC(=CC=C1NC(=O)C2=C(C(=CC(=C2)Br)Br)O)Br,Inactive,0,,,inactive,inactive,,0,inconclusive agonist,,,ART-CHEM
1315,144205255,7151,COC(=O)C1=CN=CC=C1,Inactive,0,,,inactive,inactive,,0,inactive,,0,ART-CHEM
1316,144205256,3821,CNC1(CCCCC1=O)C2=CC=CC=C2Cl,Inactive,0,,,inactive,inactive,,0,inactive,,0,Enamine
1317,144205257,3821,CNC1(CCCCC1=O)C2=CC=CC=C2Cl,Inactive,0,,,inactive,inactive,,0,inactive,,0,Enamine
1318,144205259,117965,CCCCN1CCCC[C@H]1C(=O)NC2=C(C=CC=C2C)C.Cl,Inactive,0,,,inactive,inactive,,0,inactive,,0,Timtec
1319,144205261,7057995,C([C@H]([C@@H]1[C@@H]([C@@H]2[C@H](O1)O[C@@H](O2)C(Cl)(Cl)Cl)O)O)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,Timtec
1320,144205262,6093170,C(CN(CC(=O)[O-])CC(=O)[O-])N(CC(=O)[O-])CC(=O)[O-].[Na+].[Na+].[Ca+2],Inactive,0,,,inactive,inactive,,0,inactive,,0,Timtec
1321,144205263,464,C1=CC=C(C=C1)C(=O)NCC(=O)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,Vitas
1322,144205264,54680691,C[C@@]1([C@H]2[C@@H]([C@H]3[C@@H](C(=O)C(=C([C@]3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)N)N(C)C)O)O.O.O,Inactive,0,,,inactive,inactive,,0,inactive,,0,Vitas
